"","Region","Ethnicity","Religion","Highest.education.qualification","Frequency.of.all.media.combined","Working.status","Welth.index","Right","Wrong","Total"
"1320","Sabaragamuwa","Sinhala","Buddhist","Passed Grade 6-10","Not at all","No","Lowest",3,0,3
"1321","Sabaragamuwa","Sinhala","Buddhist","Passed Grade 6-10","Not at all","Yes","Lowest",1,0,1
"1322","Sabaragamuwa","Sinhala","Hindu","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",1,0,1
"1323","Sabaragamuwa","Sinhala","Other Christian","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Highest",1,0,1
"1324","Sabaragamuwa","Sinhala","Other Christian","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Highest",1,0,1
"1325","Sabaragamuwa","Sinhala","Other Christian","Passed Grade 6-10","At least once a week","No","Highest",1,0,1
"1326","Sabaragamuwa","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",1,0,1
"1327","Sabaragamuwa","Sinhala","Roman Catholic","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Highest",0,1,1
"1328","Sabaragamuwa","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",0,1,1
"1329","Sabaragamuwa","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Middle",1,0,1
"1330","Sabaragamuwa","Sinhala","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Middle",1,0,1
"1331","Sabaragamuwa","Sinhala","Roman Catholic","Passed Grade 1-5","At least once a week","Yes","Middle",1,0,1
"1332","Sabaragamuwa","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","No","Fourth",1,0,1
"1333","Sabaragamuwa","Sinhala","Roman Catholic","Passed Grade 6-10","At least once a week","No","Highest",1,0,1
"1334","Sabaragamuwa","Sinhala","Roman Catholic","Passed Grade 6-10","Less than once a week","Yes","Lowest",1,0,1
"1335","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Degree and above","At least once a week","No","Fourth",1,0,1
"1336","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Degree and above","At least once a week","Yes","Highest",1,0,1
"1337","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Degree and above","Less than once a week","Yes","Fourth",1,0,1
"1338","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Degree and above","Less than once a week","Yes","Highest",0,1,1
"1339","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","No education","At least once a week","No","Second",1,0,1
"1340","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Fourth",2,0,2
"1341","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Highest",3,0,3
"1342","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Second",1,0,1
"1343","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Fourth",1,0,1
"1344","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Middle",1,0,1
"1345","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Fourth",1,0,1
"1346","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Highest",0,2,2
"1347","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Second",1,0,1
"1348","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",5,1,6
"1349","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",2,1,3
"1350","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Lowest",1,0,1
"1351","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Middle",1,0,1
"1352","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Fourth",1,0,1
"1353","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Middle",0,1,1
"1354","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Fourth",2,1,3
"1355","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Highest",2,1,3
"1356","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Lowest",0,1,1
"1357","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Lowest",0,1,1
"1358","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed Grade 1-5","At least once a week","No","Fourth",0,1,1
"1359","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed Grade 1-5","At least once a week","No","Middle",1,0,1
"1360","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed Grade 1-5","At least once a week","Yes","Second",1,0,1
"1361","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","No","Fourth",5,2,7
"1362","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","No","Highest",2,0,2
"1363","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","No","Lowest",2,0,2
"1364","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","No","Middle",2,1,3
"1365","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","No","Second",1,0,1
"1366","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","At least once a week","Yes","Highest",0,1,1
"1367","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","Less than once a week","No","Fourth",3,0,3
"1368","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","Less than once a week","No","Highest",2,1,3
"1369","Sabaragamuwa","Sri Lanka Moor/Muslim","Islam","Passed Grade 6-10","Less than once a week","No","Middle",1,0,1
"1370","Sabaragamuwa","Sri Lanka Tamil","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Second",1,0,1
"1371","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Lowest",1,0,1
"1372","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Second",1,0,1
"1373","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Middle",1,0,1
"1374","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed G.C.E.(A/L) or equivalent","Less than once a week","Yes","Highest",0,1,1
"1375","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Lowest",1,0,1
"1376","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Middle",2,0,2
"1377","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Lowest",1,0,1
"1378","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Second",0,1,1
"1379","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Fourth",1,0,1
"1380","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 1-5","At least once a week","No","Lowest",2,0,2
"1381","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 1-5","At least once a week","No","Middle",1,0,1
"1382","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 1-5","At least once a week","No","Second",2,0,2
"1383","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 1-5","At least once a week","Yes","Lowest",3,1,4
"1384","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 1-5","At least once a week","Yes","Second",3,0,3
"1385","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 1-5","Less than once a week","Yes","Lowest",1,1,2
"1386","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 1-5","Less than once a week","Yes","Second",0,1,1
"1387","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 1-5","Not at all","No","Lowest",0,1,1
"1388","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","No","Fourth",1,0,1
"1389","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","No","Lowest",8,0,8
"1390","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","No","Second",2,0,2
"1391","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","Yes","Highest",1,0,1
"1392","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","Yes","Lowest",6,1,7
"1393","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","Yes","Middle",1,0,1
"1394","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 6-10","At least once a week","Yes","Second",1,1,2
"1395","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 6-10","Less than once a week","No","Lowest",0,1,1
"1396","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 6-10","Less than once a week","No","Middle",1,0,1
"1397","Sabaragamuwa","Sri Lanka Tamil","Hindu","Passed Grade 6-10","Less than once a week","No","Second",1,0,1
"1398","Sabaragamuwa","Sri Lanka Tamil","Other Christian","Passed Grade 6-10","At least once a week","No","Lowest",0,2,2
"1399","Sabaragamuwa","Sri Lanka Tamil","Roman Catholic","No education","Less than once a week","No","Lowest",1,0,1
"1400","Sabaragamuwa","Sri Lanka Tamil","Roman Catholic","No education","Less than once a week","Yes","Lowest",1,0,1
"1401","Sabaragamuwa","Sri Lanka Tamil","Roman Catholic","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Lowest",1,0,1
"1402","Sabaragamuwa","Sri Lanka Tamil","Roman Catholic","Passed Grade 1-5","Less than once a week","Yes","Lowest",0,1,1
"1403","Sabaragamuwa","Sri Lanka Tamil","Roman Catholic","Passed Grade 6-10","At least once a week","No","Middle",1,0,1
"1404","Sabaragamuwa","Sri Lanka Tamil","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Lowest",2,0,2
"1405","Sabaragamuwa","Sri Lanka Tamil","Roman Catholic","Passed Grade 6-10","At least once a week","Yes","Middle",1,0,1
"1406","Southern","Indian Tamil","Hindu","No education","At least once a week","No","Second",1,0,1
"1407","Southern","Indian Tamil","Hindu","Passed Grade 1-5","At least once a week","No","Lowest",1,0,1
"1408","Southern","Indian Tamil","Hindu","Passed Grade 6-10","At least once a week","Yes","Second",1,0,1
"1409","Southern","Indian Tamil","Roman Catholic","No education","At least once a week","Yes","Middle",1,0,1
"1410","Southern","Indian Tamil","Roman Catholic","Passed Grade 6-10","At least once a week","No","Lowest",0,1,1
"1411","Southern","Malay","Islam","Degree and above","At least once a week","Yes","Fourth",1,0,1
"1412","Southern","Malay","Islam","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",1,0,1
"1413","Southern","Malay","Islam","Passed Grade 6-10","At least once a week","No","Fourth",2,1,3
"1414","Southern","Malay","Islam","Passed Grade 6-10","At least once a week","No","Middle",1,0,1
"1415","Southern","Malay","Islam","Passed Grade 6-10","At least once a week","No","Second",1,0,1
"1416","Southern","Sinhala","Buddhist","Degree and above","At least once a week","No","Fourth",1,0,1
"1417","Southern","Sinhala","Buddhist","Degree and above","At least once a week","No","Highest",7,0,7
"1418","Southern","Sinhala","Buddhist","Degree and above","At least once a week","No","Middle",2,0,2
"1419","Southern","Sinhala","Buddhist","Degree and above","At least once a week","Yes","Fourth",11,1,12
"1420","Southern","Sinhala","Buddhist","Degree and above","At least once a week","Yes","Highest",58,1,59
"1421","Southern","Sinhala","Buddhist","Degree and above","At least once a week","Yes","Middle",6,0,6
"1422","Southern","Sinhala","Buddhist","Degree and above","At least once a week","Yes","Second",1,0,1
"1423","Southern","Sinhala","Buddhist","Degree and above","Less than once a week","No","Highest",2,0,2
"1424","Southern","Sinhala","Buddhist","Degree and above","Less than once a week","Yes","Fourth",3,0,3
"1425","Southern","Sinhala","Buddhist","Degree and above","Less than once a week","Yes","Highest",1,0,1
"1426","Southern","Sinhala","Buddhist","Degree and above","Less than once a week","Yes","Middle",1,0,1
"1427","Southern","Sinhala","Buddhist","Degree and above","Not at all","Yes","Highest",1,0,1
"1428","Southern","Sinhala","Buddhist","No education","At least once a week","Yes","Second",1,0,1
"1429","Southern","Sinhala","Buddhist","No education","Less than once a week","No","Second",1,0,1
"1430","Southern","Sinhala","Buddhist","No education","Less than once a week","Yes","Lowest",0,1,1
"1431","Southern","Sinhala","Buddhist","No education","Not at all","No","Lowest",0,1,1
"1432","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Fourth",80,3,83
"1433","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Highest",87,5,92
"1434","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Lowest",4,1,5
"1435","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Middle",42,2,44
"1436","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","No","Second",18,2,20
"1437","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Fourth",43,1,44
"1438","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Highest",111,3,114
"1439","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Lowest",2,0,2
"1440","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Middle",15,1,16
"1441","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","At least once a week","Yes","Second",8,0,8
"1442","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Fourth",2,0,2
"1443","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Highest",1,0,1
"1444","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","No","Middle",3,0,3
"1445","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","Yes","Highest",2,0,2
"1446","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","Yes","Middle",1,0,1
"1447","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Less than once a week","Yes","Second",1,0,1
"1448","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Not at all","No","Middle",1,0,1
"1449","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Not at all","No","Second",1,0,1
"1450","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Not at all","Yes","Highest",1,0,1
"1451","Southern","Sinhala","Buddhist","Passed G.C.E.(A/L) or equivalent","Not at all","Yes","Second",1,0,1
"1452","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Fourth",104,4,108
"1453","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Highest",67,7,74
"1454","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Lowest",17,2,19
"1455","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Middle",54,14,68
"1456","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","No","Second",32,7,39
"1457","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Fourth",30,4,34
"1458","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Highest",29,0,29
"1459","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Lowest",5,0,5
"1460","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Middle",25,3,28
"1461","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","At least once a week","Yes","Second",10,1,11
"1462","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Fourth",2,0,2
"1463","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Highest",3,0,3
"1464","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Lowest",1,0,1
"1465","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","No","Middle",3,0,3
"1466","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Fourth",1,0,1
"1467","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Highest",1,0,1
"1468","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Less than once a week","Yes","Second",1,0,1
"1469","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Not at all","No","Fourth",1,0,1
"1470","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Not at all","No","Second",1,0,1
"1471","Southern","Sinhala","Buddhist","Passed G.C.E.(O/L) or equivalent","Not at all","Yes","Fourth",1,0,1
"1472","Southern","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Fourth",3,1,4
"1473","Southern","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Highest",1,1,2
"1474","Southern","Sinhala","Buddhist","Passed Grade 1-5","At least once a week","No","Lowest",1,1,2
